query_id,query,department,solution,query_date,date_solved,employee_id
1463,I am already registered for Times Points program; what happens to my existing Times Points ID if I apply for Times point debit card,cards,"If the e-mail address in your existing times point account, and the one given to Syndicate Bank is same, then all the Times Points earned through debit card transactions will be credited to existing Times Point account. In case of different e-mail addresses, a new Times Point account will be registered using the e-mail ID given to Syndicate bank.",3/14/2019,5/4/2019,590
1464,What if I forget my ATM PIN,cards,You can call the Syndicate bank PhoneBanking to request for re-issuance of PIN or place a request through Prepaid NetBanking. A new PIN will be sent across to your registered mailing address held on record with the bank.,11/28/2018,11/28/2018,557
1465,How can I check the balance on my Syndicate Bank ForexPlus Card,cards,"You can check the balance on ForexPlus card with the help of NetBanking facility. You will need to use the card number as user ID & IPIN issued to you as part of the card kit to login to NetBanking facility. Alternately, you can also contact our PhoneBanking services to check the balance on your ForexPlus card.",3/10/2019,9/10/2018,533
1466,Who can purchase ForexPlus Card,cards,"ForexPlus card can only be used for making payments outside India except for Nepal & Bhutan. Whenever the cardholder is using his card he must be present at the place of transaction & need to sign the chargeslips. Thus, we issue ForexPlus card to customers travelling abroad basis valid documentation proof.",4/8/2019,3/13/2019,543
1467,Can I load ForexPlus card by making payment in Cash,cards,"No, ForexPlus card cannot be loaded against payment of cash.",11/28/2018,5/25/2019,530
1468,How do I know if an ATM will accept my ForexPlus Card,cards,ForexPlus cards are accepted at Visa / MasterCard ATMs. Please look out for the VISA/PLUS/MasterCard logo while searching for ATM.,9/17/2018,1/2/2019,522
1469,What documents should I submit when I purchase the Syndicate Bank ForexPlus card,cards,"Syndicate Bank Savings / Current account holders need to just submit completed application form, copy of ticket or the Visa and form A2 (or any other documentation as mandated under prevalant FEMA guidelines)If you don't have Syndicate Bank Savings / Current account, you need to submit completed application form, copyof ticket or the Visa and form A2 (or any other Forex documentation as mandated under prevalant FEMA guidelines) as well as a Photocopy of your valid Passport.",2/17/2019,6/22/2019,598
1470,How does this card work,cards,"Your Syndicate Bank ForexPlus card will be activated with the required AUD / AED / CAD / CHF/ Euro / GBP / JPY / SGD and USD within 4 hours from the bank getting the clear funds from you. Once actived, the card can be used at any international location for making payments at POS terminals or to withdraw cash at ATMs. (Usage of the card is not allowed in India, Nepal and Bhutan.) Syndicate Bank ForexPlus card works just like any Debit / Credit Card for making payments at Merchant Establishments that have an electronic terminal. The transaction amount is deducted from available balance on the ForexPlus card. Syndicate Bank ForexPlus card is accepted at all Merchant Establishments displaying the Visa / Mastercard symbol. The card can be used to withdraw cash at all Visa / Mastercard ATMs worldwide. Irrespective of the currency loaded on the card, the cash will be dispensed based on the currencies supported at the ATMs. Please ensure that you remember the PIN given to you with the card pack, the PIN is unique for every card and cannot be changed at any domestic or international ATM. View more",3/29/2019,6/1/2019,523
1471,Can I use the DCC/ MCC option at the time of transaction,cards,"Whenever ForexPlus cardholder opts for DCC/MCC option on DCC/MCC enabled POS/ATM terminals, his/her transaction passes through cross currency transactions twice. It is not advisable for a ForexPlus cardholder to opt for DCC/MCC while using ForexPlus card for making payments. Please note that every cross currency transaction attracts currency conversion charges at applicable rates. Apart from this, the cardholder will also get penalised due to fluctuation in currency conversion rate. View more",10/3/2018,3/5/2019,571
1472,Do I need to pay additional amount over and above Cash withdrawal Charges levied by the Syndicate Bank for ATM transaction,cards,"In certain countires ATM Service providers are authorized to charge surcharge/convenience fees from the cardholders for accessing the ATM to withdraw money. These charges are levied by the ATM service provider over and above the charges levied by the Syndicate Bank, and Syndicate Bank bank has no control over the charges as these charges are not levied by the bank. These charges are normally displayed to the customer during the transaction and the customer has the option to either proceed with the transaction or abort if the charges are not acceptable to the customer. View more",3/24/2019,8/5/2019,591
1473,What currencies are available,cards,There are ten currencies offered: Australian Dollar (AUD) Dirhams (AED) Canadian Dollar (CAD) Euro (EUR) Japanese Yen (JPY) Singapore Dollars (SGD) Sterling Pound (GBP) Swedish Krona (SEK) Swiss Franc (CHF) US Dollar (USD) View more,1/25/2019,2/22/2019,528
1474,Where do I get this card,cards,"ForexPlus card is available over the counter at Syndicate Bank branches. You simply need to walk into our branch with required documentation and walk out with ForexPlus card. The card will get activated within 4 hours from realization of funds. Alternatively, the customer can apply for card through NetBanking login also.In case the customer applies the card through NetBanking the card will be delivered to the customer within 2 working days. This facility is available at select locations only.",4/23/2019,10/9/2018,528
1475,How soon can the card be used after it is purchased,cards,Your card will be activated & loaded with required currency within 4 hours from the bank having received clear funds from you. The card will beready for use post activation.,9/18/2018,4/9/2019,597
1476,How can I cancel my Forex Plus Card,cards,"To cancel your Forex Plus Card, we request you to contact the PhoneBanking team or walk into your nearest Syndicate Bank branch and place a request towards cancellation. Your request will be processed within one working day of us receiving the request. There are no charges towards the cancellation of a Forex Plus card. However, currency conversion tax as applicable from time to time will be deducted at the time of providing credit to you. Kindly visit the following URL to access information for the complete address and contact details of our Branches and PhoneBanking centers: View more",2/15/2019,2/8/2019,592
